# WOLF (Wordnet Libre du Français)	fra	http://alpage.inria.fr/~sagot/wolf-en.html	CeCILL-C
00027795-r	fra:lemma	pourtant
00027795-r	fra:lemma	encore
00027807-n	fra:lemma	forme
00027918-r	fra:lemma	jusqu'
00027918-r	fra:lemma	jusqu'ici
00027918-r	fra:lemma	alors
00027918-r	fra:lemma	jusqu'alors
00027918-r	fra:lemma	jusqu'à maintenant
00027918-r	fra:lemma	encore
00027918-r	fra:lemma	jusqu'à présent
00028167-v	fra:lemma	grue
00028270-n	fra:lemma	temps
00028270-n	fra:lemma	durée
00028319-r	fra:lemma	exclusivement
00028319-r	fra:lemma	seul
00028319-r	fra:lemma	seulement
00028362-v	fra:lemma	revigorer
00028424-r	fra:lemma	toutefois
00028424-r	fra:lemma	cependant
00028471-a	fra:lemma	supposé
00028471-a	fra:lemma	putatif
00028565-v	fra:lemma	sourire
00028651-n	fra:lemma	local
00028651-n	fra:lemma	espace
00028876-v	fra:lemma	fossette
00028923-r	fra:lemma	légèrement
00028923-r	fra:lemma	lestement
00028923-r	fra:lemma	à la légère
00028984-a	fra:lemma	secret
00029037-r	fra:lemma	outre
00029114-n	fra:lemma	espace des phases
00029214-v	fra:lemma	poutre
00029336-v	fra:lemma	minauder
00029343-a	fra:lemma	acquisitif
00029343-a	fra:lemma	avide
00029367-r	fra:lemma	de surcroît
00029367-r	fra:lemma	de plus
00029367-r	fra:lemma	outre
00029367-r	fra:lemma	en outre
00029378-n	fra:lemma	évènement
00029378-n	fra:lemma	événement
00029639-r	fra:lemma	plus loin
00029677-n	fra:lemma	processus
00029677-n	fra:lemma	procédure
00029836-v	fra:lemma	rugir
00029933-a	fra:lemma	avare
00029933-a	fra:lemma	avide
00029933-a	fra:lemma	cupide
00029933-a	fra:lemma	avaricieux
00029985-r	fra:lemma	plus loin
00030010-v	fra:lemma	ricaner
00030010-v	fra:lemma	ricanement
00030142-v	fra:lemma	ricaner
00030142-v	fra:lemma	pouffer
00030358-n	fra:lemma	acte
00030358-n	fra:lemma	l'action humaine
00030443-r	fra:lemma	loin
00030443-r	fra:lemma	davantage
00030443-r	fra:lemma	encore
00030463-v	fra:lemma	démanteler
00030463-v	fra:lemma	casser
00030508-a	fra:lemma	possessif
00031138-a	fra:lemma	rapace
00031138-a	fra:lemma	vorace
00031214-r	fra:lemma	inutilement
00031214-r	fra:lemma	en vain
00031214-r	fra:lemma	vainement
00031264-n	fra:lemma	groupe
00031264-n	fra:lemma	groupement
00031264-n	fra:lemma	ensemble
00031304-r	fra:lemma	encore
00031304-r	fra:lemma	toujours
00031384-a	fra:lemma	avide
00031515-r	fra:lemma	plus
00031515-r	fra:lemma	ni plus ni moins
00031606-r	fra:lemma	plus
00031663-v	fra:lemma	glousser
00031798-r	fra:lemma	déjà
00031820-v	fra:lemma	se bidonner
00031820-v	fra:lemma	rire
00031899-r	fra:lemma	réel
00031899-r	fra:lemma	très
00031899-r	fra:lemma	vraiment
00031921-n	fra:lemma	relation
00031921-n	fra:lemma	rapport
00031974-a	fra:lemma	vivant
00031974-a	fra:lemma	actif
00032180-r	fra:lemma	fantastiquement
00032180-r	fra:lemma	formidablement
00032180-r	fra:lemma	prodigieusement
00032180-r	fra:lemma	fabuleusement
00032299-r	fra:lemma	droit
00032299-r	fra:lemma	puissant
00032358-a	fra:lemma	autour de
00032497-a	fra:lemma	athlétique
00032497-a	fra:lemma	acrobatique
00032613-n	fra:lemma	bien
00032613-n	fra:lemma	propriété
00032733-a	fra:lemma	agile
00032733-a	fra:lemma	actif
00032733-a	fra:lemma	vif
00032733-a	fra:lemma	rapide
00032803-r	fra:lemma	vraiment
00032803-r	fra:lemma	vivement
00032803-r	fra:lemma	beaucoup
00032803-r	fra:lemma	maint
00032803-r	fra:lemma	nettement
00032803-r	fra:lemma	très
00032863-r	fra:lemma	dorénavant
00032863-r	fra:lemma	désormais
00033020-n	fra:lemma	communication
00033077-a	fra:lemma	chaud
00033077-a	fra:lemma	très
00033206-a	fra:lemma	hyperactif
00033308-r	fra:lemma	justement
00033421-r	fra:lemma	sur-le-champ
00033421-r	fra:lemma	immédiatement
00033421-r	fra:lemma	tout de suite
00033421-r	fra:lemma	illico
00033421-r	fra:lemma	aussitôt
00033421-r	fra:lemma	fissa
00033421-r	fra:lemma	instantanément
00033562-r	fra:lemma	légèrement
00033562-r	fra:lemma	lestement
00033574-a	fra:lemma	inactif
00033599-v	fra:lemma	sembler
00033599-v	fra:lemma	paraître
00033615-n	fra:lemma	somme
00033615-n	fra:lemma	nombre
00033615-n	fra:lemma	quantité
00033615-n	fra:lemma	volume
00033615-n	fra:lemma	mesure
00033663-r	fra:lemma	plutôt
00033663-r	fra:lemma	un peu
00033922-r	fra:lemma	bientôt
00033922-r	fra:lemma	prochainement
00033922-r	fra:lemma	incessamment
00033955-v	fra:lemma	hausser les épaules
00034032-a	fra:lemma	inactif
00034115-v	fra:lemma	chaude-pisse
00034115-v	fra:lemma	guêtre
00034137-r	fra:lemma	illico
00034213-n	fra:lemma	phénomène
00034288-v	fra:lemma	faire des grimaces
00034288-v	fra:lemma	grimace
00034322-a	fra:lemma	faiblard
00034479-n	fra:lemma	chose
00034572-a	fra:lemma	sédentaire
00034574-n	fra:lemma	amabilité
00034710-a	fra:lemma	actif
00034758-v	fra:lemma	faucher
00034945-r	fra:lemma	passionnément
00034948-v	fra:lemma	souffler
00035058-r	fra:lemma	beaucoup
00035058-r	fra:lemma	souvent
00035058-r	fra:lemma	fréquemment
00035074-a	fra:lemma	inactif
00035089-v	fra:lemma	faucon
00035189-n	fra:lemma	succès
00035189-n	fra:lemma	ouvrage
00035189-n	fra:lemma	haut fait
00035189-n	fra:lemma	aboutissement
00035189-n	fra:lemma	réalisation
00035189-n	fra:lemma	achèvement
00035189-n	fra:lemma	accomplissement
00035259-v	fra:lemma	douche
00035385-r	fra:lemma	rarement
00035448-v	fra:lemma	fomenter
00035465-a	fra:lemma	actif
00035491-r	fra:lemma	curieusement
00035718-r	fra:lemma	relativement
00035718-r	fra:lemma	assez
00035718-r	fra:lemma	modérément
00035718-r	fra:lemma	raisonnablement
00035718-r	fra:lemma	équitablement
00035758-v	fra:lemma	nettoyer
00035758-v	fra:lemma	laver
00035779-a	fra:lemma	actif
00035868-a	fra:lemma	vivant
00035891-n	fra:lemma	aliénation
00035978-a	fra:lemma	occupé
00036068-r	fra:lemma	démesurément
00036068-r	fra:lemma	immodérément
00036068-r	fra:lemma	abusivement
00036068-r	fra:lemma	excessivement
00036068-r	fra:lemma	outrageusement
00036178-v	fra:lemma	laver
00036254-a	fra:lemma	ouvrir
00036254-a	fra:lemma	ouvert
00036291-r	fra:lemma	légèrement
00036291-r	fra:lemma	assez
00036362-v	fra:lemma	laver
00036481-a	fra:lemma	inactif
00036609-r	fra:lemma	largement
00036609-r	fra:lemma	considérablement
00036762-n	fra:lemma	exploit
00036762-n	fra:lemma	haut fait
00036762-n	fra:lemma	effort
00036762-r	fra:lemma	en soi
00036762-r	fra:lemma	intrinsèquement
00036763-a	fra:lemma	sombre
00036763-a	fra:lemma	obscur
00036879-a	fra:lemma	mort
00036932-v	fra:lemma	savonner
00036932-v	fra:lemma	savon
00036935-r	fra:lemma	carrément
00036935-r	fra:lemma	certes
00036935-r	fra:lemma	décidément
00036935-r	fra:lemma	absolument
00036935-r	fra:lemma	emphatiquement
00036935-r	fra:lemma	pertinemment
00036935-r	fra:lemma	définitivement
00036935-r	fra:lemma	fortement
00036935-r	fra:lemma	certainement
00036998-a	fra:lemma	faiblard
00036998-a	fra:lemma	lent
00037006-n	fra:lemma	chef-d'œuvre
00037138-v	fra:lemma	gargarisme
00037138-v	fra:lemma	rincer
00037200-n	fra:lemma	crédit
00037226-r	fra:lemma	sincèrement
00037226-r	fra:lemma	réellement
00037226-r	fra:lemma	vraiment
00037226-r	fra:lemma	véritablement
00037298-v	fra:lemma	raser
00037396-n	fra:lemma	action
00037457-a	fra:lemma	actif
00037470-r	fra:lemma	certes
00037470-r	fra:lemma	en effet
00037470-r	fra:lemma	vraiment
00037470-r	fra:lemma	certainement
00037470-r	fra:lemma	bien sûr
00037641-r	fra:lemma	certes
00037641-r	fra:lemma	vraiment
00037680-v	fra:lemma	rasoir
00037757-a	fra:lemma	inactif
00037779-v	fra:lemma	tonsure
00037919-v	fra:lemma	baignoire
00037919-v	fra:lemma	baigner
00037919-v	fra:lemma	bain
00037919-v	fra:lemma	salle de bains
